geneID1	geneID2	reactionType	SlyID2	SlyID1
AT2G41820	AT3G66654	binding	Solyc10g083930.2	Solyc04g015600.3
AT2G41820	AT3G66654	binding	Solyc10g083930.2	Solyc10g079170.2
AT2G41820	AT3G66654	binding	Solyc09g008410.3	Solyc04g015600.3
AT2G41820	AT3G66654	binding	Solyc09g008410.3	Solyc10g079170.2
AT2G41820	AT2G41820	binding	Solyc10g079170.2	Solyc04g015600.3
AT2G41820	AT2G41820	binding	Solyc10g079170.2	Solyc10g079170.2
AT2G45960	AT4G25360	binding	Solyc03g007120.3	Solyc08g008045.1
AT2G45960	AT4G25360	binding	Solyc03g007120.3	Solyc03g096290.3
AT2G45960	AT4G25360	binding	Solyc03g007120.3	Solyc08g081190.3
AT2G45960	AT4G25360	binding	Solyc03g007120.3	Solyc01g094690.5
AT2G45960	AT4G25360	binding	Solyc03g007120.3	Solyc12g056220.2
AT2G45960	AT2G45960	binding	Solyc08g008045.1	Solyc08g008045.1
AT2G45960	AT2G45960	binding	Solyc08g008045.1	Solyc03g096290.3
AT2G45960	AT2G45960	binding	Solyc08g008045.1	Solyc08g081190.3
AT2G45960	AT2G45960	binding	Solyc08g008045.1	Solyc01g094690.5
AT2G45960	AT2G45960	binding	Solyc08g008045.1	Solyc12g056220.2
AT2G45960	AT2G45960	binding	Solyc12g056220.2	Solyc08g008045.1
AT2G45960	AT2G45960	binding	Solyc12g056220.2	Solyc03g096290.3
AT2G45960	AT2G45960	binding	Solyc12g056220.2	Solyc08g081190.3
AT2G45960	AT2G45960	binding	Solyc12g056220.2	Solyc01g094690.5
AT2G45960	AT2G45960	binding	Solyc12g056220.2	Solyc12g056220.2
AT2G45960	AT2G45960	binding	Solyc03g096290.3	Solyc08g008045.1
AT2G45960	AT2G45960	binding	Solyc03g096290.3	Solyc03g096290.3
AT2G45960	AT2G45960	binding	Solyc03g096290.3	Solyc08g081190.3
AT2G45960	AT2G45960	binding	Solyc03g096290.3	Solyc01g094690.5
AT2G45960	AT2G45960	binding	Solyc03g096290.3	Solyc12g056220.2
AT2G45960	AT2G45960	binding	Solyc08g081190.3	Solyc08g008045.1
AT2G45960	AT2G45960	binding	Solyc08g081190.3	Solyc03g096290.3
AT2G45960	AT2G45960	binding	Solyc08g081190.3	Solyc08g081190.3
AT2G45960	AT2G45960	binding	Solyc08g081190.3	Solyc01g094690.5
AT2G45960	AT2G45960	binding	Solyc08g081190.3	Solyc12g056220.2
AT2G45960	AT3G66654	binding	Solyc10g083930.2	Solyc08g008045.1
AT2G45960	AT3G66654	binding	Solyc10g083930.2	Solyc03g096290.3
AT2G45960	AT3G66654	binding	Solyc10g083930.2	Solyc08g081190.3
AT2G45960	AT3G66654	binding	Solyc10g083930.2	Solyc01g094690.5
AT2G45960	AT3G66654	binding	Solyc10g083930.2	Solyc12g056220.2
AT2G45960	AT3G66654	binding	Solyc09g008410.3	Solyc08g008045.1
AT2G45960	AT3G66654	binding	Solyc09g008410.3	Solyc03g096290.3
AT2G45960	AT3G66654	binding	Solyc09g008410.3	Solyc08g081190.3
AT2G45960	AT3G66654	binding	Solyc09g008410.3	Solyc01g094690.5
AT2G45960	AT3G66654	binding	Solyc09g008410.3	Solyc12g056220.2
AT2G45960	AT4G35100	binding	Solyc10g055630.2	Solyc08g008045.1
AT2G45960	AT4G35100	binding	Solyc10g055630.2	Solyc03g096290.3
AT2G45960	AT4G35100	binding	Solyc10g055630.2	Solyc08g081190.3
AT2G45960	AT4G35100	binding	Solyc10g055630.2	Solyc01g094690.5
AT2G45960	AT4G35100	binding	Solyc10g055630.2	Solyc12g056220.2
AT2G45960	AT2G45960	binding	Solyc01g094690.5	Solyc08g008045.1
AT2G45960	AT2G45960	binding	Solyc01g094690.5	Solyc03g096290.3
AT2G45960	AT2G45960	binding	Solyc01g094690.5	Solyc08g081190.3
AT2G45960	AT2G45960	binding	Solyc01g094690.5	Solyc01g094690.5
AT2G45960	AT2G45960	binding	Solyc01g094690.5	Solyc12g056220.2
AT2G45960	AT4G35100	binding	Solyc02g083510.3	Solyc08g008045.1
AT2G45960	AT4G35100	binding	Solyc02g083510.3	Solyc03g096290.3
AT2G45960	AT4G35100	binding	Solyc02g083510.3	Solyc08g081190.3
AT2G45960	AT4G35100	binding	Solyc02g083510.3	Solyc01g094690.5
AT2G45960	AT4G35100	binding	Solyc02g083510.3	Solyc12g056220.2
AT3G15030	AT3G15030	binding	Solyc07g062680.3	Solyc07g062680.3
AT3G15030	AT3G15030	unk_TF	Solyc07g062680.3	Solyc07g062680.3
AT3G15030	AT2G29290	unk_TF	Solyc06g083480.4	Solyc07g062680.3
AT3G20770	AT3G20770	binding	Solyc01g009170.4	Solyc01g009170.4
AT3G20770	AT3G20770	binding	Solyc01g009170.4	Solyc06g073730.2
AT3G20770	AT3G20770	binding	Solyc01g009170.4	Solyc06g073720.3
AT3G20770	AT3G20770	binding	Solyc06g073720.3	Solyc01g009170.4
AT3G20770	AT3G20770	binding	Solyc06g073720.3	Solyc06g073730.2
AT3G20770	AT3G20770	binding	Solyc06g073720.3	Solyc06g073720.3
AT3G20770	AT5G38410	unk_TF	Solyc03g034220.3	Solyc01g009170.4
AT3G20770	AT5G38410	unk_TF	Solyc03g034220.3	Solyc06g073730.2
AT3G20770	AT5G38410	unk_TF	Solyc03g034220.3	Solyc06g073720.3
AT3G20770	AT5G38410	unk_TF	Solyc02g063150.3	Solyc01g009170.4
AT3G20770	AT5G38410	unk_TF	Solyc02g063150.3	Solyc06g073730.2
AT3G20770	AT5G38410	unk_TF	Solyc02g063150.3	Solyc06g073720.3
AT3G20770	AT1G55020	unk_TF	Solyc08g014000.3	Solyc01g009170.4
AT3G20770	AT1G55020	unk_TF	Solyc08g014000.3	Solyc06g073730.2
AT3G20770	AT1G55020	unk_TF	Solyc08g014000.3	Solyc06g073720.3
AT3G20770	AT1G55020	unk_TF	Solyc01g099160.5	Solyc01g009170.4
AT3G20770	AT1G55020	unk_TF	Solyc01g099160.5	Solyc06g073730.2
AT3G20770	AT1G55020	unk_TF	Solyc01g099160.5	Solyc06g073720.3
AT3G20770	AT3G20770	binding	Solyc06g073730.2	Solyc01g009170.4
AT3G20770	AT3G20770	binding	Solyc06g073730.2	Solyc06g073730.2
AT3G20770	AT3G20770	binding	Solyc06g073730.2	Solyc06g073720.3
AT3G20770	AT5G42650	unk_TF	Solyc04g079730.1	Solyc01g009170.4
AT3G20770	AT5G42650	unk_TF	Solyc04g079730.1	Solyc06g073730.2
AT3G20770	AT5G42650	unk_TF	Solyc04g079730.1	Solyc06g073720.3
AT3G20770	AT5G01530	unk_TF	Solyc09g014520.3	Solyc01g009170.4
AT3G20770	AT5G01530	unk_TF	Solyc09g014520.3	Solyc06g073730.2
AT3G20770	AT5G01530	unk_TF	Solyc09g014520.3	Solyc06g073720.3
AT3G20770	AT5G38410	unk_TF	Solyc02g085950.5	Solyc01g009170.4
AT3G20770	AT5G38410	unk_TF	Solyc02g085950.5	Solyc06g073730.2
AT3G20770	AT5G38410	unk_TF	Solyc02g085950.5	Solyc06g073720.3
AT3G20770	AT4G30190	unk_TF	Solyc07g017780.4	Solyc01g009170.4
AT3G20770	AT4G30190	unk_TF	Solyc07g017780.4	Solyc06g073730.2
AT3G20770	AT4G30190	unk_TF	Solyc07g017780.4	Solyc06g073720.3
AT3G20770	AT2G25490	act_TF	Solyc07g008250.3	Solyc01g009170.4
AT3G20770	AT2G25490	act_TF	Solyc07g008250.3	Solyc06g073730.2
AT3G20770	AT2G25490	act_TF	Solyc07g008250.3	Solyc06g073720.3
AT3G20770	AT2G25490	act_TF	Solyc12g009560.2	Solyc01g009170.4
AT3G20770	AT2G25490	act_TF	Solyc12g009560.2	Solyc06g073730.2
AT3G20770	AT2G25490	act_TF	Solyc12g009560.2	Solyc06g073720.3
AT3G20770	AT2G33170	unk_TF	Solyc09g091260.3	Solyc01g009170.4
AT3G20770	AT2G33170	unk_TF	Solyc09g091260.3	Solyc06g073730.2
AT3G20770	AT2G33170	unk_TF	Solyc09g091260.3	Solyc06g073720.3
AT3G20770	AT5G63650	unk_TF	Solyc05g056550.3	Solyc01g009170.4
AT3G20770	AT5G63650	unk_TF	Solyc05g056550.3	Solyc06g073730.2
AT3G20770	AT5G63650	unk_TF	Solyc05g056550.3	Solyc06g073720.3
AT3G20770	AT5G42650	unk_TF	Solyc11g069800.1	Solyc01g009170.4
AT3G20770	AT5G42650	unk_TF	Solyc11g069800.1	Solyc06g073730.2
AT3G20770	AT5G42650	unk_TF	Solyc11g069800.1	Solyc06g073720.3
AT3G20770	AT5G38410	unk_TF	Solyc02g085940.5	Solyc01g009170.4
AT3G20770	AT5G38410	unk_TF	Solyc02g085940.5	Solyc06g073730.2
AT3G20770	AT5G38410	unk_TF	Solyc02g085940.5	Solyc06g073720.3
AT3G20770	AT4G27410	unk_TF	Solyc07g063410.3	Solyc01g009170.4
AT3G20770	AT4G27410	unk_TF	Solyc07g063410.3	Solyc06g073730.2
AT3G20770	AT4G27410	unk_TF	Solyc07g063410.3	Solyc06g073720.3
AT3G20770	AT5G63650	unk_TF	Solyc01g103940.3	Solyc01g009170.4
AT3G20770	AT5G63650	unk_TF	Solyc01g103940.3	Solyc06g073730.2
AT3G20770	AT5G63650	unk_TF	Solyc01g103940.3	Solyc06g073720.3
AT3G20770	AT1G55020	unk_TF	Solyc08g029000.3	Solyc01g009170.4
AT3G20770	AT1G55020	unk_TF	Solyc08g029000.3	Solyc06g073730.2
AT3G20770	AT1G55020	unk_TF	Solyc08g029000.3	Solyc06g073720.3
AT3G21200	AT3G21200	binding	Solyc03g123880.3	Solyc03g123880.3
AT3G22400	AT5G42650	synthesis	Solyc11g069800.1	Solyc01g099160.5
AT3G22400	AT5G42650	synthesis	Solyc11g069800.1	Solyc08g029000.3
AT3G22400	AT5G42650	synthesis	Solyc11g069800.1	Solyc09g075860.3
AT3G22400	AT5G42650	synthesis	Solyc11g069800.1	Solyc08g014000.3
AT3G22400	AT5G42650	synthesis	Solyc04g079730.1	Solyc01g099160.5
AT3G22400	AT5G42650	synthesis	Solyc04g079730.1	Solyc08g029000.3
AT3G22400	AT5G42650	synthesis	Solyc04g079730.1	Solyc09g075860.3
AT3G22400	AT5G42650	synthesis	Solyc04g079730.1	Solyc08g014000.3
AT3G46510	AT3G46510	binding	Solyc11g066040.2	Solyc11g066040.2
AT3G47430	AT3G47430	binding	Solyc03g093180.1	Solyc03g093180.1
AT3G47450	AT3G47450	binding	Solyc03g093240.5	Solyc03g093240.5
AT3G54340	AT4G30270	act_TF	Solyc07g009380.5	Solyc04g081000.3
AT3G54340	AT5G20240	act_TF	Solyc06g059970.4	Solyc04g081000.3
AT3G54340	AT3G54340	act_TF	Solyc04g081000.3	Solyc04g081000.3
AT3G54340	AT4G30270	act_TF	Solyc03g093110.3	Solyc04g081000.3
AT3G54340	AT4G30270	act_TF	Solyc07g006860.3	Solyc04g081000.3
AT3G54340	AT3G54340	binding	Solyc04g081000.3	Solyc04g081000.3
AT3G54340	AT5G20240	binding	Solyc06g059970.4	Solyc04g081000.3
AT3G54340	AT4G30270	act_TF	Solyc03g093130.3	Solyc04g081000.3
AT3G54340	AT2G29350	act_TF	Solyc06g083480.4	Solyc04g081000.3
AT3G54860	AT3G54860	binding	Solyc05g055600.4	Solyc05g055600.4
AT3G62290	AT3G62290	binding	Solyc05g005190.3	Solyc01g008000.3
AT3G62290	AT3G62290	binding	Solyc05g005190.3	Solyc05g005190.3
AT3G62290	AT3G62290	binding	Solyc05g005190.3	Solyc01g100860.3
AT3G62290	AT3G62290	binding	Solyc05g005190.3	Solyc04g025560.4
AT3G62290	AT3G62290	binding	Solyc05g005190.3	Solyc01g100870.3
AT3G62290	AT3G62290	binding	Solyc01g100860.3	Solyc01g008000.3
AT3G62290	AT3G62290	binding	Solyc01g100860.3	Solyc05g005190.3
AT3G62290	AT3G62290	binding	Solyc01g100860.3	Solyc01g100860.3
AT3G62290	AT3G62290	binding	Solyc01g100860.3	Solyc04g025560.4
AT3G62290	AT3G62290	binding	Solyc01g100860.3	Solyc01g100870.3
AT3G62290	AT3G62290	binding	Solyc01g100870.3	Solyc01g008000.3
AT3G62290	AT3G62290	binding	Solyc01g100870.3	Solyc05g005190.3
AT3G62290	AT3G62290	binding	Solyc01g100870.3	Solyc01g100860.3
AT3G62290	AT3G62290	binding	Solyc01g100870.3	Solyc04g025560.4
AT3G62290	AT3G62290	binding	Solyc01g100870.3	Solyc01g100870.3
AT3G62290	AT3G62290	binding	Solyc01g008000.3	Solyc01g008000.3
AT3G62290	AT3G62290	binding	Solyc01g008000.3	Solyc05g005190.3
AT3G62290	AT3G62290	binding	Solyc01g008000.3	Solyc01g100860.3
AT3G62290	AT3G62290	binding	Solyc01g008000.3	Solyc04g025560.4
AT3G62290	AT3G62290	binding	Solyc01g008000.3	Solyc01g100870.3
AT3G62290	AT3G62290	binding	Solyc04g025560.4	Solyc01g008000.3
AT3G62290	AT3G62290	binding	Solyc04g025560.4	Solyc05g005190.3
AT3G62290	AT3G62290	binding	Solyc04g025560.4	Solyc01g100860.3
AT3G62290	AT3G62290	binding	Solyc04g025560.4	Solyc04g025560.4
AT3G62290	AT3G62290	binding	Solyc04g025560.4	Solyc01g100870.3
AT3G62980	AT5G38410	binding	Solyc02g085950.5	Solyc09g074520.3
AT3G62980	AT3G62980	binding	Solyc09g074520.3	Solyc09g074520.3
AT3G62980	AT5G38410	binding	Solyc02g063150.3	Solyc09g074520.3
AT3G62980	AT5G38410	binding	Solyc02g085940.5	Solyc09g074520.3
AT3G62980	AT5G38410	binding	Solyc03g034220.3	Solyc09g074520.3
AT3G66654	AT4G35100	binding	Solyc10g055630.2	Solyc10g083930.2
AT3G66654	AT4G35100	binding	Solyc10g055630.2	Solyc09g008410.3
AT3G66654	AT4G30190	binding	Solyc07g017780.4	Solyc10g083930.2
AT3G66654	AT4G30190	binding	Solyc07g017780.4	Solyc09g008410.3
AT3G66654	AT4G35100	binding	Solyc02g083510.3	Solyc10g083930.2
AT3G66654	AT4G35100	binding	Solyc02g083510.3	Solyc09g008410.3
AT4G00430	AT4G00430	binding	Solyc08g081190.3	Solyc03g096290.3
AT4G00430	AT4G00430	binding	Solyc08g081190.3	Solyc12g056220.2
AT4G00430	AT4G00430	binding	Solyc08g081190.3	Solyc08g081190.3
AT4G00430	AT4G00430	binding	Solyc08g081190.3	Solyc08g008045.1
AT4G00430	AT4G00430	binding	Solyc08g081190.3	Solyc01g094690.5
AT4G00430	AT4G00430	binding	Solyc03g096290.3	Solyc03g096290.3
AT4G00430	AT4G00430	binding	Solyc03g096290.3	Solyc12g056220.2
AT4G00430	AT4G00430	binding	Solyc03g096290.3	Solyc08g081190.3
AT4G00430	AT4G00430	binding	Solyc03g096290.3	Solyc08g008045.1
AT4G00430	AT4G00430	binding	Solyc03g096290.3	Solyc01g094690.5
AT4G00430	AT4G00430	binding	Solyc12g056220.2	Solyc03g096290.3
AT4G00430	AT4G00430	binding	Solyc12g056220.2	Solyc12g056220.2
AT4G00430	AT4G00430	binding	Solyc12g056220.2	Solyc08g081190.3
AT4G00430	AT4G00430	binding	Solyc12g056220.2	Solyc08g008045.1
AT4G00430	AT4G00430	binding	Solyc12g056220.2	Solyc01g094690.5
AT4G00430	AT4G35100	binding	Solyc02g083510.3	Solyc03g096290.3
AT4G00430	AT4G35100	binding	Solyc02g083510.3	Solyc12g056220.2
AT4G00430	AT4G35100	binding	Solyc02g083510.3	Solyc08g081190.3
AT4G00430	AT4G35100	binding	Solyc02g083510.3	Solyc08g008045.1
AT4G00430	AT4G35100	binding	Solyc02g083510.3	Solyc01g094690.5
AT4G00430	AT4G00430	binding	Solyc01g094690.5	Solyc03g096290.3
AT4G00430	AT4G00430	binding	Solyc01g094690.5	Solyc12g056220.2
AT4G00430	AT4G00430	binding	Solyc01g094690.5	Solyc08g081190.3
AT4G00430	AT4G00430	binding	Solyc01g094690.5	Solyc08g008045.1
AT4G00430	AT4G00430	binding	Solyc01g094690.5	Solyc01g094690.5
AT4G00430	AT4G00430	binding	Solyc08g008045.1	Solyc03g096290.3
AT4G00430	AT4G00430	binding	Solyc08g008045.1	Solyc12g056220.2
AT4G00430	AT4G00430	binding	Solyc08g008045.1	Solyc08g081190.3
AT4G00430	AT4G00430	binding	Solyc08g008045.1	Solyc08g008045.1
AT4G00430	AT4G00430	binding	Solyc08g008045.1	Solyc01g094690.5
AT4G00430	AT4G35100	binding	Solyc10g055630.2	Solyc03g096290.3
AT4G00430	AT4G35100	binding	Solyc10g055630.2	Solyc12g056220.2
AT4G00430	AT4G35100	binding	Solyc10g055630.2	Solyc08g081190.3
AT4G00430	AT4G35100	binding	Solyc10g055630.2	Solyc08g008045.1
AT4G00430	AT4G35100	binding	Solyc10g055630.2	Solyc01g094690.5
AT4G27410	AT2G43820	inh_TF	Solyc08g062220.3	Solyc07g063410.3
AT4G27410	AT4G27410	unk_TF	Solyc07g063410.3	Solyc07g063410.3
AT4G27410	AT4G27410	binding	Solyc07g063410.3	Solyc07g063410.3
AT4G30190	AT4G30190	binding	Solyc07g017780.4	Solyc07g017780.4
AT4G31490	AT4G31490	binding	Solyc01g007150.3	Solyc01g007150.3
AT4G31490	AT4G31490	binding	Solyc01g007150.3	Solyc10g081920.2
AT4G31490	AT4G31490	binding	Solyc10g081920.2	Solyc01g007150.3
AT4G31490	AT4G31490	binding	Solyc10g081920.2	Solyc10g081920.2
AT4G34100	AT4G34100	binding	Solyc01g107880.3	Solyc01g107880.3
AT4G35090	AT4G35090	binding	Solyc04g082460.4	Solyc04g082460.4
AT4G35090	AT4G35090	binding	Solyc04g082460.4	Solyc02g082760.3
AT4G35090	AT4G35090	binding	Solyc02g082760.3	Solyc04g082460.4
AT4G35090	AT4G35090	binding	Solyc02g082760.3	Solyc02g082760.3
AT4G35100	AT4G35100	binding	Solyc10g055630.2	Solyc02g083510.3
AT4G35100	AT4G35100	binding	Solyc10g055630.2	Solyc10g055630.2
AT4G35100	AT4G35100	binding	Solyc02g083510.3	Solyc02g083510.3
AT4G35100	AT4G35100	binding	Solyc02g083510.3	Solyc10g055630.2
AT5G01530	AT5G01530	binding	Solyc09g014520.3	Solyc09g014520.3
AT5G08640	AT5G08640	binding	Solyc11g013110.2	Solyc11g013110.2
AT5G14260	AT5G14260	binding	Solyc02g068050.4	Solyc02g068050.4
AT5G15230	AT5G15230	binding	Solyc06g069790.5	Solyc06g069790.5
AT5G15230	AT5G15230	binding	Solyc06g069790.5	Solyc03g116060.5
AT5G15230	AT5G15230	binding	Solyc03g116060.5	Solyc06g069790.5
AT5G15230	AT5G15230	binding	Solyc03g116060.5	Solyc03g116060.5
AT5G20240	AT4G30270	act_TF	Solyc07g006860.3	Solyc06g059970.4
AT5G20240	AT3G54340	act_TF	Solyc04g081000.3	Solyc06g059970.4
AT5G20240	AT4G30270	act_TF	Solyc03g093130.3	Solyc06g059970.4
AT5G20240	AT5G20240	binding	Solyc06g059970.4	Solyc06g059970.4
AT5G20240	AT2G29350	act_TF	Solyc06g083480.4	Solyc06g059970.4
AT5G20240	AT5G20240	act_TF	Solyc06g059970.4	Solyc06g059970.4
AT5G20240	AT4G30270	act_TF	Solyc03g093110.3	Solyc06g059970.4
AT5G20240	AT4G30270	act_TF	Solyc07g009380.5	Solyc06g059970.4
AT5G38290	AT5G38290	binding	Solyc02g086150.4	Solyc02g086150.4
AT5G38410	AT5G38410	binding	Solyc03g034220.3	Solyc02g085950.5
AT5G38410	AT5G38410	binding	Solyc03g034220.3	Solyc02g085940.5
AT5G38410	AT5G38410	binding	Solyc03g034220.3	Solyc02g063150.3
AT5G38410	AT5G38410	binding	Solyc03g034220.3	Solyc03g034220.3
AT5G38410	AT5G38410	binding	Solyc02g063150.3	Solyc02g085950.5
AT5G38410	AT5G38410	binding	Solyc02g063150.3	Solyc02g085940.5
AT5G38410	AT5G38410	binding	Solyc02g063150.3	Solyc02g063150.3
AT5G38410	AT5G38410	binding	Solyc02g063150.3	Solyc03g034220.3
AT5G38410	AT5G38410	binding	Solyc02g085950.5	Solyc02g085950.5
AT5G38410	AT5G38410	binding	Solyc02g085950.5	Solyc02g085940.5
AT5G38410	AT5G38410	binding	Solyc02g085950.5	Solyc02g063150.3
AT5G38410	AT5G38410	binding	Solyc02g085950.5	Solyc03g034220.3
AT5G38410	AT5G38410	binding	Solyc02g085940.5	Solyc02g085950.5
AT5G38410	AT5G38410	binding	Solyc02g085940.5	Solyc02g085940.5
AT5G38410	AT5G38410	binding	Solyc02g085940.5	Solyc02g063150.3
AT5G38410	AT5G38410	binding	Solyc02g085940.5	Solyc03g034220.3
AT5G46760	AT3G22400	activation	Solyc08g014000.3	Solyc08g076930.1
AT5G46760	AT1G55020	activation	Solyc08g029000.3	Solyc08g076930.1
AT5G46760	AT5G46760	binding	Solyc08g076930.1	Solyc08g076930.1
AT5G46760	AT5G46760	unk_TF	Solyc08g076930.1	Solyc08g076930.1
AT5G46760	AT1G55020	activation	Solyc08g014000.3	Solyc08g076930.1
AT5G46760	AT3G22400	activation	Solyc09g075860.3	Solyc08g076930.1
AT5G46760	AT1G55020	activation	Solyc01g099160.5	Solyc08g076930.1
AT5G46760	AT3G22400	activation	Solyc01g099160.5	Solyc08g076930.1
AT5G46760	AT3G22400	activation	Solyc08g029000.3	Solyc08g076930.1
AT5G61850	AT2G25490	act_TF	Solyc07g008250.3	Solyc03g118160.4
AT5G61850	AT5G01530	act_TF	Solyc09g014520.3	Solyc03g118160.4
AT5G61850	AT4G34100	act_TF	Solyc01g107880.3	Solyc03g118160.4
AT5G61850	AT1G14360	act_TF	Solyc01g010650.3	Solyc03g118160.4
AT5G61850	AT2G36305	act_TF	Solyc09g009630.3	Solyc03g118160.4
AT5G61850	AT2G28940	act_TF	Solyc08g077560.4	Solyc03g118160.4
AT5G61850	AT3G66654	act_TF	Solyc09g008410.3	Solyc03g118160.4
AT5G61850	AT3G66654	act_TF	Solyc10g083930.2	Solyc03g118160.4
AT5G61850	AT2G41820	act_TF	Solyc04g015600.3	Solyc03g118160.4
AT5G61850	AT2G28940	act_TF	Solyc01g088690.3	Solyc03g118160.4
AT5G61850	AT1G48270	act_TF	Solyc08g061260.5	Solyc03g118160.4
AT5G61850	AT2G25490	act_TF	Solyc12g009560.2	Solyc03g118160.4
AT5G61850	AT1G14360	act_TF	Solyc05g007150.4	Solyc03g118160.4
AT5G61850	AT4G30190	act_TF	Solyc07g017780.4	Solyc03g118160.4
AT5G61850	AT1G65790	act_TF	Solyc02g079590.3	Solyc03g118160.4
AT5G61850	AT1G01620	act_TF	Solyc08g081190.3	Solyc03g118160.4
AT5G61850	AT1G24260	act_TF	Solyc05g015750.3	Solyc03g118160.4
AT5G61850	AT1G01720	act_TF	Solyc06g060230.3	Solyc03g118160.4
AT5G61850	AT5G46760	act_TF	Solyc08g076930.1	Solyc03g118160.4
AT5G61850	AT2G28940	act_TF	Solyc06g005520.4	Solyc03g118160.4
AT5G61850	AT5G14260	act_TF	Solyc02g068050.4	Solyc03g118160.4
AT5G61850	AT4G38160	act_TF	Solyc11g044360.3	Solyc03g118160.4
AT5G61850	AT3G19870	act_TF	Solyc10g079850.2	Solyc03g118160.4
AT5G61850	AT4G35090	act_TF	Solyc02g082760.3	Solyc03g118160.4
AT5G61850	AT5G20240	act_TF	Solyc06g059970.4	Solyc03g118160.4
AT5G61850	AT4G38810	act_TF	Solyc01g111040.4	Solyc03g118160.4
AT5G61850	AT1G12440	act_TF	Solyc08g079700.3	Solyc03g118160.4
AT5G61850	AT2G41820	act_TF	Solyc10g079170.2	Solyc03g118160.4
AT5G61850	AT5G38410	act_TF	Solyc03g034220.3	Solyc03g118160.4
AT5G61850	AT2G16850	act_TF	Solyc10g055630.2	Solyc03g118160.4
AT5G61850	AT2G29350	act_TF	Solyc06g083480.4	Solyc03g118160.4
AT5G61850	AT4G00430	act_TF	Solyc12g056220.2	Solyc03g118160.4
AT5G61850	AT3G54340	inh_TF	Solyc04g081000.3	Solyc03g118160.4
AT5G61850	AT1G35670	act_TF	Solyc11g018610.2	Solyc03g118160.4
AT5G61850	AT2G21370	act_TF	Solyc11g042950.1	Solyc03g118160.4
AT5G61850	AT4G31490	act_TF	Solyc01g007150.3	Solyc03g118160.4
AT5G61850	AT2G16850	act_TF	Solyc02g083510.3	Solyc03g118160.4
AT5G61850	AT2G16850	act_TF	Solyc09g007760.5	Solyc03g118160.4
AT5G61850	AT5G12130	act_TF	Solyc10g085980.2	Solyc03g118160.4
AT5G61850	AT5G38410	act_TF	Solyc02g063150.3	Solyc03g118160.4
AT5G61850	AT4G25360	act_TF	Solyc03g007120.3	Solyc03g118160.4
AT5G61850	AT5G66590	act_TF	Solyc02g065470.1	Solyc03g118160.4
AT5G61850	AT3G54340	act_TF	Solyc04g081000.3	Solyc03g118160.4
AT5G61850	AT4G00430	act_TF	Solyc08g081190.3	Solyc03g118160.4
AT5G61850	AT4G00430	act_TF	Solyc01g094690.5	Solyc03g118160.4
AT5G61850	AT3G62980	act_TF	Solyc09g074520.3	Solyc03g118160.4
AT5G61850	AT4G27410	act_TF	Solyc07g063410.3	Solyc03g118160.4
AT5G61850	AT5G38410	act_TF	Solyc02g085950.5	Solyc03g118160.4
AT5G61850	AT5G61850	binding	Solyc03g118160.4	Solyc03g118160.4
AT5G61850	AT2G29290	act_TF	Solyc06g083480.4	Solyc03g118160.4
AT5G61850	AT4G30270	act_TF	Solyc03g093110.3	Solyc03g118160.4
AT5G61850	AT4G35100	act_TF	Solyc02g083510.3	Solyc03g118160.4
AT5G61850	AT1G01620	act_TF	Solyc12g056220.2	Solyc03g118160.4
AT5G61850	AT1G01620	act_TF	Solyc08g008045.1	Solyc03g118160.4
AT5G61850	AT2G33170	act_TF	Solyc09g091260.3	Solyc03g118160.4
AT5G61850	AT5G61850	act_TF	Solyc03g118160.4	Solyc03g118160.4
AT5G61850	AT4G31490	act_TF	Solyc10g081920.2	Solyc03g118160.4
AT5G61850	AT3G47430	act_TF	Solyc03g093180.1	Solyc03g118160.4
AT5G61850	AT5G38290	act_TF	Solyc02g086150.4	Solyc03g118160.4
AT5G61850	AT5G62140	act_TF	Solyc03g026330.5	Solyc03g118160.4
AT5G61850	AT4G30270	act_TF	Solyc07g006860.3	Solyc03g118160.4
AT5G61850	AT4G30270	act_TF	Solyc03g093130.3	Solyc03g118160.4
AT5G61850	AT4G00430	act_TF	Solyc03g096290.3	Solyc03g118160.4
AT5G61850	AT4G35090	act_TF	Solyc04g082460.4	Solyc03g118160.4
AT5G61850	AT2G20050	act_TF	Solyc05g018300.3	Solyc03g118160.4
AT5G61850	AT1G35670	act_TF	Solyc04g049160.3	Solyc03g118160.4
AT5G61850	AT2G16850	act_TF	Solyc09g007770.3	Solyc03g118160.4
AT5G61850	AT1G01620	act_TF	Solyc01g094690.5	Solyc03g118160.4
AT5G61850	AT4G21960	act_TF	Solyc02g080530.3	Solyc03g118160.4
AT5G61850	AT1G24260	inh_TF	Solyc05g015750.3	Solyc03g118160.4
AT5G61850	AT5G15230	act_TF	Solyc06g069790.5	Solyc03g118160.4
AT5G61850	AT5G38410	act_TF	Solyc02g085940.5	Solyc03g118160.4
AT5G61850	AT1G35670	act_TF	Solyc06g065380.4	Solyc03g118160.4
AT5G61850	AT4G30270	act_TF	Solyc07g009380.5	Solyc03g118160.4
AT5G61850	AT5G15230	act_TF	Solyc03g116060.5	Solyc03g118160.4
AT5G61850	AT1G35670	act_TF	Solyc05g056570.3	Solyc03g118160.4
AT5G61850	AT4G35100	act_TF	Solyc10g055630.2	Solyc03g118160.4
AT5G61850	AT4G00430	act_TF	Solyc08g008045.1	Solyc03g118160.4
AT5G63650	AT5G63650	binding	Solyc01g103940.3	Solyc05g056550.3
