SlyID	AthID
Solyc02g071040.3	AT4G18240
Solyc05g006760.4	AT1G27150
Solyc03g083350.3	AT5G24240
Solyc01g087150.3	AT3G08040
Solyc10g052880.1	AT1G33590
Solyc12g089250.1	AT1G19900
Solyc10g024330.3	AT2G17390
Solyc03g119140.4	AT1G73660
Solyc01g109860.3	AT4G36490
Solyc10g017960.2	AT3G61060
Solyc01g104370.4	AT5G24510
Solyc06g082920.3	AT5G48380
Solyc05g014230.3	AT1G13195
Solyc07g062580.4	AT1G53300
Solyc08g074360.3	AT2G27340
Solyc05g056620.2	AT1G26310
Solyc06g070920.3	AT3G47750
Solyc12g005790.2	AT3G01190
Solyc05g055300.1	AT2G36300
Solyc03g115120.1	AT1G74250
Solyc04g074100.3	AT1G70780
Solyc07g043330.3	AT5G41920
Solyc04g008030.2	AT2G01730
Solyc06g060610.2	AT1G62620
Solyc07g053720.3	AT5G36160
Solyc04g078760.5	AT1G45976
Solyc06g054590.3	AT5G09270
Solyc12g010740.3	AT4G03390
Solyc08g045780.4	AT3G53170
Solyc09g010670.4	AT5G03415
Solyc11g012990.1	AT4G33905
Solyc11g066730.2	AT3G44820
Solyc07g066230.4	AT3G13380
Solyc06g060530.1	AT4G22790
Solyc05g051040.5	AT4G11680
Solyc03g070400.3	AT3G02320
Solyc05g046000.4	AT3G01190
Solyc09g010080.4	AT2G36190
Solyc02g090070.3	AT5G66560
Solyc07g047720.3	AT2G36900
Solyc02g084640.4	AT4G36250
Solyc03g120700.3	AT5G16300
Solyc04g010080.3	AT3G04480
Solyc09g090480.2	AT1G04470
Solyc01g112310.4	AT4G35440
Solyc08g066350.2	AT3G16360
Solyc08g083300.4	AT4G10590
Solyc06g063120.4	AT5G50420
Solyc01g095150.3	AT2G46140
Solyc10g044510.2	AT1G11000
Solyc12g006950.2	AT5G19600
Solyc10g007410.4	AT1G78670
Solyc10g078280.3	AT3G56630
Solyc01g081030.4	AT3G03570
Solyc04g008970.3	AT5G23370
Solyc07g009460.3	AT5G57140
Solyc10g076570.2	AT5G01360
Solyc09g082660.3	AT1G67990
Solyc03g115320.3	AT5G39310
Solyc03g120470.4	AT3G16260
Solyc06g060390.3	AT2G17900
Solyc10g054400.1	AT3G52270
Solyc04g081520.3	AT1G75790
Solyc03g059030.4	AT5G06830
Solyc07g042080.4	AT1G19110
Solyc04g015950.3	AT2G41720
Solyc07g064630.4	AT4G26980
Solyc04g076850.3	AT2G22670
Solyc05g026240.3	AT4G29240
Solyc09g064230.3	AT1G04150
Solyc01g110800.3	AT5G18080
Solyc07g049270.5	AT3G08000
Solyc01g110710.3	AT5G18020
Solyc10g076660.2	AT3G55970
Solyc04g071480.1	AT1G18740
Solyc01g093960.3	AT2G45650
Solyc10g007510.2	AT1G78520
Solyc02g071220.3	AT2G41310
Solyc08g079730.2	AT4G22790
Solyc10g086270.2	AT1G56650
Solyc02g094050.5	AT3G27200
Solyc01g009020.5	AT2G40880
Solyc07g064200.4	AT3G20580
Solyc10g078670.3	AT5G06839
Solyc03g063600.4	AT2G41880
Solyc08g082660.2	AT4G23990
Solyc02g086840.3	AT3G27960
Solyc11g069780.3	AT3G45090
Solyc10g079600.2	AT3G57040
Solyc03g033980.4	AT2G18280
Solyc06g008890.5	AT5G20050
Solyc05g008050.3	AT2G01430
Solyc01g087470.3	AT3G21640
Solyc03g082590.4	AT5G41940
Solyc08g044510.5	AT2G44480
Solyc01g111860.5	AT4G35140
Solyc09g008000.3	AT2G37010
Solyc08g068990.2	AT4G31470
Solyc05g012690.4	AT1G69380
Solyc02g084350.3	AT2G18060
Solyc11g067060.3	AT3G44620
Solyc02g091210.1	AT1G36730
Solyc07g005410.3	AT5G58005
Solyc03g117690.3	AT1G79720
Solyc04g005850.1	AT1G10385
Solyc12g096530.1	AT4G31760
Solyc03g096860.3	AT5G17210
Solyc03g114920.1	AT5G60960
Solyc07g061790.3	AT1G17100
Solyc11g062350.2	AT1G08500
Solyc03g026360.1	AT5G62150
Solyc02g094490.4	AT2G31410
Solyc11g010730.4	AT5G10520
Solyc06g009370.5	AT4G01870
Solyc05g007090.4	AT5G20220
Solyc03g098210.4	AT3G17700
Solyc01g095180.2	AT2G46160
Solyc04g008000.3	AT1G24620
Solyc06g009670.3	AT2G47440
Solyc02g038800.1	AT4G35470
Solyc11g007070.2	AT4G15010
Solyc07g049720.4	AT5G55310
Solyc01g008250.3	AT1G50320
Solyc02g093920.3	AT5G14250
Solyc10g083160.2	AT5G06260
Solyc03g117790.2	AT1G79640
Solyc03g097850.1	AT5G16860
Solyc04g072039.1	AT1G71750
Solyc10g044840.2	AT2G02410
Solyc07g065380.4	AT1G55910
Solyc06g084530.3	AT1G02890
Solyc07g017700.4	AT4G33140
Solyc03g007070.3	AT5G51690
Solyc01g091090.5	AT3G60740
Solyc06g069570.3	AT5G61210
Solyc04g005450.3	AT1G13900
Solyc10g080640.3	AT3G58480
Solyc09g097910.5	AT3G23700
Solyc11g011860.1	AT3G14330
Solyc09g075270.1	AT4G02360
Solyc04g017680.3	AT4G28360
Solyc05g051680.4	AT5G61460
Solyc08g082680.3	AT4G24015
Solyc11g006540.2	AT5G22140
Solyc05g053010.1	AT3G55550
Solyc01g108230.3	AT3G19260
Solyc10g077050.2	AT3G56920
Solyc04g072020.3	AT4G09760
Solyc11g069780.3	AT5G60760
Solyc06g074210.3	AT1G08370
Solyc02g081670.1	AT1G30950
Solyc09g074950.3	AT1G02890
Solyc11g011260.1	AT3G03450
Solyc08g063090.2	AT3G61580
Solyc01g111870.3	AT5G40820
Solyc01g005820.4	AT3G13570
Solyc03g051810.4	AT3G11945
Solyc03g005980.3	AT4G19030
Solyc09g089740.3	AT1G06620
Solyc01g099910.5	AT3G05600
Solyc04g082590.3	AT1G42480
Solyc08g080030.4	AT1G12550
Solyc08g079010.1	AT1G62520
Solyc04g072400.4	AT1G36320
Solyc03g005630.3	AT2G33420
Solyc03g113010.3	AT2G02870
Solyc12g056900.2	AT1G22050
Solyc01g111330.4	AT4G38660
Solyc01g006160.3	AT5G24510
Solyc07g054070.5	AT1G03687
Solyc04g049360.3	AT2G28880
Solyc10g080890.2	AT1G62610
Solyc06g064660.4	AT1G71530
Solyc09g007820.2	AT5G03250
Solyc03g044300.3	AT5G67180
Solyc07g049440.3	AT2G04570
Solyc12g057080.2	AT1G22400
Solyc04g008770.3	AT5G23395
Solyc07g041010.3	AT5G57060
Solyc05g048830.3	AT3G61250
Solyc07g005660.4	AT2G24220
Solyc08g077280.1	AT3G59840
Solyc01g008780.3	AT4G29070
Solyc04g009710.2	AT5G10000
Solyc12g038600.2	AT1G18600
Solyc03g121610.3	AT5G56890
Solyc07g007550.3	AT5G34940
Solyc02g083110.1	AT5G58960
Solyc04g074380.4	AT1G22380
Solyc01g087230.3	AT3G09180
Solyc03g121350.3	AT1G73020
Solyc08g062940.4	AT2G26180
Solyc08g006430.4	AT2G24580
Solyc08g082490.4	AT4G10950
Solyc10g054330.3	AT1G75560
Solyc02g093610.3	AT5G14360
Solyc07g005120.3	AT5G58200
Solyc03g119950.1	AT1G15510
Solyc01g104230.4	AT1G10780
Solyc09g007190.3	AT2G37240
Solyc01g087500.3	AT3G23890
Solyc12g088970.1	AT4G31970
Solyc09g009500.3	AT1G74300
Solyc02g068390.3	AT1G53530
Solyc02g093950.3	AT5G14230
Solyc10g008390.3	AT4G03520
Solyc07g055980.3	AT3G58830
Solyc11g069230.3	AT3G09740
Solyc02g089070.3	AT3G02200
Solyc12g009640.1	AT3G42170
Solyc04g011640.4	AT2G29060
Solyc04g080720.4	AT1G27620
Solyc08g081230.1	AT5G41330
Solyc04g007630.2	AT1G22990
Solyc01g079580.3	AT2G47440
Solyc12g017820.2	AT5G63220
Solyc10g011770.4	AT4G01150
Solyc07g006030.4	AT4G28080
Solyc06g059980.3	AT3G03810
Solyc11g011690.1	AT1G29490
Solyc07g064030.4	AT4G27180
Solyc08g068250.4	AT4G34440
Solyc10g085140.2	AT5G58770
Solyc08g061250.3	AT2G26290
Solyc06g034110.3	AT5G51260
Solyc06g064890.5	AT4G20330
Solyc05g052530.3	AT2G44540
Solyc05g012390.4	AT1G26460
Solyc12g098730.3	AT2G31690
Solyc09g018280.1	AT5G01820
Solyc12g044520.2	AT5G02780
Solyc09g082100.3	AT3G22490
Solyc04g081550.3	AT1G75800
Solyc07g055310.1	AT2G41080
Solyc11g022400.1	AT1G22610
Solyc02g038806.1	AT1G42560
Solyc02g072050.2	AT1G17030
Solyc09g089660.4	AT5G43500
Solyc11g011480.2	AT3G52640
Solyc09g074610.3	AT4G09350
Solyc04g081140.1	AT1G19900
Solyc06g053670.1	AT4G14430
Solyc01g008260.5	AT5G08320
Solyc03g097270.3	AT3G12490
Solyc03g121460.1	AT1G55190
Solyc06g009020.2	AT2G47730
Solyc11g011590.2	AT5G23370
Solyc10g008750.3	AT5G45940
Solyc10g045240.2	AT2G44480
Solyc07g065630.4	AT1G55860
Solyc02g065110.3	AT5G66850
Solyc05g051560.5	AT1G78180
Solyc07g055160.4	AT2G42690
Solyc07g066090.4	AT1G55690
Solyc03g031560.4	AT4G05210
Solyc01g091420.2	AT2G45420
Solyc05g010310.3	AT3G55120
Solyc01g090470.3	AT5G61330
Solyc08g029190.3	AT4G32070
Solyc01g006090.3	AT3G22660
Solyc06g036420.4	AT4G23570
Solyc05g054180.3	AT5G48160
Solyc02g088570.2	AT3G29270
Solyc06g070920.3	AT3G47770
Solyc09g055910.3	AT5G48440
Solyc05g006740.5	AT1G10370
Solyc10g009330.3	AT2G46610
Solyc11g013100.2	AT4G08230
Solyc06g076170.5	AT3G46570
Solyc08g069050.3	AT4G31670
Solyc08g007225.1	AT4G16820
Solyc02g077730.3	AT2G33847
Solyc01g005430.3	AT2G01650
Solyc04g045600.4	AT5G11020
Solyc11g011600.3	AT5G23370
Solyc10g044710.2	AT3G05625
Solyc03g118390.3	AT3G48860
Solyc11g010260.4	AT1G28690
Solyc04g040160.4	AT4G25650
Solyc01g098180.3	AT2G34970
Solyc06g075000.3	AT5G60335
Solyc06g084530.3	AT4G02480
Solyc02g071210.3	AT1G29390
Solyc03g123720.4	AT5G50420
Solyc01g080770.3	AT4G20270
Solyc03g097690.3	AT5G50860
Solyc09g007150.3	AT5G02780
Solyc09g059270.3	AT3G25160
Solyc12g100220.2	AT1G63380
Solyc03g116060.5	AT5G15230
Solyc07g063210.4	AT3G15370
Solyc01g005570.4	AT1G55340
Solyc06g084300.1	AT3G52420
Solyc04g078990.5	AT4G33330
Solyc01g008160.4	AT3G18420
Solyc06g009800.3	AT1G74630
Solyc04g076990.3	AT1G09970
Solyc12g006575.1	AT1G08070
Solyc06g082810.3	AT2G26970
Solyc01g097180.2	AT1G08790
Solyc04g009830.3	AT2G36740
Solyc03g044720.2	AT4G34540
Solyc07g049440.3	AT2G42990
Solyc09g075460.3	AT5G49215
Solyc08g077110.4	AT1G32510
Solyc10g080890.2	AT1G63380
Solyc03g007370.3	AT5G24120
Solyc03g007360.3	AT5G53190
Solyc07g007730.5	AT2G02100
Solyc10g086210.2	AT2G37020
Solyc02g089150.5	AT1G13680
Solyc04g009360.3	AT5G54520
Solyc01g104950.5	AT5G09700
Solyc10g007120.4	AT3G15110
Solyc06g074960.4	AT3G45040
Solyc04g049450.3	AT3G54960
Solyc02g090420.2	AT5G66860
Solyc01g090720.3	AT3G15351
Solyc11g006090.4	AT4G14465
Solyc04g072020.3	AT1G74320
Solyc01g008830.2	AT5G21100
Solyc07g048090.2	AT2G04780
Solyc06g060610.2	AT1G62600
Solyc02g038806.1	AT2G17480
Solyc01g079770.2	AT1G21790
Solyc09g065880.4	AT3G54650
Solyc09g013080.3	AT2G38040
Solyc10g083360.2	AT3G52870
Solyc03g113060.3	AT3G47740
Solyc02g093040.4	AT4G36880
Solyc08g078210.3	AT5G47240
Solyc06g076950.3	AT5G58730
Solyc11g030710.2	AT1G33780
Solyc12g042900.2	AT3G15640
Solyc01g060240.5	AT4G16146
Solyc02g037490.1	AT5G16370
Solyc06g075160.3	AT1G07990
Solyc04g074390.3	AT1G22360
Solyc05g006200.4	AT3G56120
Solyc09g010520.3	AT3G53710
Solyc11g032100.2	AT1G71692
Solyc09g075060.3	AT1G45191
Solyc03g115710.1	AT5G61350
Solyc02g093170.5	AT2G23370
Solyc08g080550.1	AT1G12770
Solyc08g074420.3	AT1G17130
Solyc02g072050.2	AT2G47010
Solyc11g073280.2	AT5G02530
Solyc01g101130.3	AT5G26770
Solyc06g060720.3	AT3G03490
Solyc09g008350.3	AT2G36840
Solyc12g049370.2	AT1G17410
Solyc12g014360.2	AT3G14850
Solyc07g014700.4	AT4G21150
Solyc04g081950.4	AT1G20300
Solyc01g067480.4	AT5G18590
Solyc09g005630.3	AT5G01360
Solyc11g070150.2	AT3G16360
Solyc02g087630.3	AT5G39950
Solyc03g005740.3	AT4G40042
Solyc11g071810.2	AT1G08465
Solyc03g025780.3	AT3G48980
Solyc08g078380.3	AT4G17430
Solyc08g075470.3	AT5G45370
Solyc01g080180.3	AT3G06180
Solyc00g028960.1	AT3G62930
Solyc01g097500.4	AT1G54510
Solyc08g075410.3	AT2G44065
Solyc11g009000.2	AT4G39955
Solyc03g006880.3	AT1G60980
Solyc06g035530.3	AT1G60980
Solyc04g074380.4	AT1G22360
Solyc03g093470.3	AT5G51260
Solyc04g009570.3	AT5G14105
Solyc04g008960.3	AT5G23360
Solyc07g006490.3	AT4G28025
Solyc04g011670.3	AT5G65210
Solyc08g078250.4	AT3G60340
Solyc03g060510.5	AT5G24000
Solyc12g056550.1	AT1G18740
Solyc01g106620.2	AT4G33720
Solyc01g100410.3	AT5G03905
Solyc01g107010.3	AT1G49980
Solyc08g005880.4	AT1G33110
Solyc03g031820.4	AT5G15170
Solyc06g071820.3	AT5G63160
Solyc11g071960.2	AT1G49880
Solyc02g081170.5	AT4G22240
Solyc02g079940.3	AT4G21310
Solyc08g067770.3	AT4G32600
Solyc03g005590.2	AT4G14368
Solyc05g009020.4	AT1G25380
Solyc11g005080.1	AT1G21680
Solyc11g044280.1	AT5G64500
Solyc06g072770.3	AT5G46870
Solyc01g111750.4	AT2G20920
Solyc06g053770.5	AT3G23100
Solyc09g098390.3	AT2G43370
Solyc02g079380.2	AT1G11290
Solyc01g096990.5	AT3G19770
Solyc12g019860.2	AT5G18230
Solyc03g059070.4	AT5G24010
Solyc03g078150.3	AT2G41190
Solyc04g063240.3	AT1G44000
Solyc04g082640.3	AT1G42960
Solyc03g051960.4	AT3G11980
Solyc05g007180.3	AT1G69780
Solyc10g011730.3	AT5G53250
Solyc07g063360.1	AT1G61105
Solyc09g010890.1	ATCG00440
Solyc07g066480.3	AT1G16540
Solyc01g107540.5	AT2G15220
Solyc01g109950.5	AT4G39110
Solyc11g007540.2	AT5G04630
Solyc03g032080.5	AT5G65980
Solyc01g080550.4	AT5G18890
Solyc01g094140.3	AT2G45510
Solyc11g069490.3	AT3G45190
Solyc02g070210.3	AT1G30690
Solyc07g006600.1	AT5G57685
Solyc03g093330.4	AT5G61480
Solyc05g052350.3	AT3G51740
Solyc08g076300.3	AT4G19010
Solyc01g088690.3	AT2G28940
Solyc06g060920.3	AT4G17010
Solyc05g007510.4	AT1G14790
Solyc06g034040.1	AT4G25140
Solyc09g009520.3	AT1G74300
Solyc07g065200.3	AT5G55510
Solyc04g056340.4	AT3G02800
Solyc03g120650.4	AT1G79860
Solyc04g081110.1	AT1G75620
Solyc07g005720.3	AT4G28088
Solyc04g054400.3	AT5G10050
Solyc07g055920.4	AT4G09960
Solyc04g082790.5	AT3G53110
Solyc10g007680.5	AT5G48330
Solyc10g085030.1	AT2G37970
Solyc03g025760.4	AT3G48980
Solyc03g046200.1	AT5G15870
Solyc03g025760.4	AT5G23850
Solyc01g110710.3	AT5G18080
Solyc01g110680.4	AT5G18080
Solyc01g110710.3	AT5G18010
Solyc10g079140.2	AT3G57550
Solyc06g054650.3	AT4G31080
Solyc05g007930.3	AT1G26810
Solyc10g076280.3	AT5G03570
Solyc03g098010.3	AT3G17790
Solyc01g080270.3	AT4G14290
Solyc01g102470.2	AT5G03560
Solyc07g063000.4	AT5G53890
Solyc01g095640.2	AT5G53200
Solyc07g063340.3	AT3G15480
Solyc12g056810.2	AT5G09970
Solyc03g093470.3	AT4G25150
Solyc09g072660.5	AT2G34790
Solyc08g063090.2	AT2G46210
Solyc04g082420.3	AT2G30600
Solyc02g037490.1	AT5G16340
Solyc03g121730.3	AT1G72880
Solyc02g085730.3	AT3G25770
Solyc11g018510.2	AT1G21710
Solyc02g085710.4	AT2G18620
Solyc11g066950.2	AT5G22580
Solyc09g092440.1	AT4G14050
Solyc07g007990.5	AT4G32272
Solyc06g065720.1	AT5G54830
Solyc01g093980.3	AT1G60980
Solyc12g098400.2	AT4G38390
Solyc06g071110.3	AT3G47940
Solyc12g057060.2	AT1G22360
Solyc04g074070.2	AT1G34580
Solyc09g015040.1	AT5G01710
Solyc12g006600.3	AT2G26695
Solyc04g079250.3	AT2G26560
Solyc01g090890.3	AT2G45130
Solyc10g011980.3	AT1G01500
Solyc09g066210.4	AT4G03030
Solyc09g055180.4	AT5G01950
Solyc09g074240.1	AT2G48010
Solyc06g007120.3	AT2G40116
Solyc02g067160.4	AT5G15330
Solyc09g091080.5	AT2G33240
Solyc08g061920.4	AT5G21482
Solyc01g112010.3	AT3G56510
Solyc01g094800.4	AT2G46020
Solyc12g015910.1	AT4G26500
Solyc03g082910.4	AT5G53470
Solyc03g119710.5	AT3G18500
Solyc04g057980.3	AT4G37925
Solyc09g025250.4	AT1G06200
Solyc10g008130.3	AT3G56510
Solyc05g012140.3	AT2G30100
Solyc07g045480.3	AT5G35840
Solyc08g014470.4	AT3G55850
Solyc10g085650.2	AT3G52600
Solyc03g118610.4	AT3G17910
Solyc05g006570.1	AT1G27190
Solyc11g069280.2	AT5G60530
Solyc03g070400.3	AT5G15810
Solyc08g074740.3	AT4G02390
Solyc02g077780.3	AT1G28380
Solyc05g015420.5	AT1G67340
Solyc05g053710.4	AT4G13730
Solyc02g092950.3	AT5G67270
Solyc02g080970.4	AT1G62305
Solyc04g071350.3	AT1G76850
Solyc07g065690.3	AT4G26620
Solyc12g057080.2	AT1G22360
Solyc01g097730.4	AT3G60050
Solyc09g098040.3	AT5G26570
Solyc05g050590.3	AT2G46500
Solyc11g011260.1	AT1G14920
Solyc01g104640.4	AT4G15570
Solyc03g093350.4	AT5G51300
Solyc04g079150.1	AT1G73400
Solyc01g066520.3	AT3G06850
Solyc10g037980.2	AT5G42850
Solyc01g005400.3	AT1G70670
Solyc04g011530.3	AT2G20390
Solyc05g049870.3	AT2G45800
Solyc03g032150.3	AT4G35600
Solyc10g007830.1	AT2G42800
Solyc03g113860.2	AT5G50110
Solyc02g071920.3	AT4G19030
Solyc03g005740.3	AT2G22425
Solyc07g042930.3	AT3G17611
Solyc06g064600.1	AT1G56690
Solyc06g082160.5	AT5G58575
Solyc12g005370.2	AT3G01190
Solyc07g006580.3	AT4G30340
Solyc02g071770.3	AT4G18920
Solyc12g033130.2	AT4G39670
Solyc03g005590.2	AT3G23270
Solyc03g026350.3	AT5G51980
Solyc12g096230.2	AT1G31600
Solyc04g076920.3	AT1G27600
Solyc11g013200.2	AT1G37150
Solyc01g110660.4	AT2G21210
Solyc06g073290.1	AT3G59400
Solyc08g081410.3	AT3G27530
Solyc12g036400.1	AT1G68390
Solyc01g090965.1	AT4G00165
Solyc01g102990.3	AT5G49840
Solyc02g070070.1	AT2G34790
Solyc10g085790.2	AT3G53110
Solyc04g008630.3	AT2G31260
Solyc03g031530.5	AT1G61740
Solyc07g042220.2	AT5G20710
Solyc04g008245.1	AT2G01890
Solyc12g096530.1	AT2G24800
Solyc05g053350.3	AT1G47980
Solyc08g079740.3	AT1G62950
Solyc11g069160.3	AT5G60410
Solyc04g050470.5	AT5G37360
Solyc03g005150.3	AT3G05960
Solyc11g072800.3	AT5G60010
Solyc02g079060.3	AT5G37475
Solyc04g008300.1	AT1G65950
Solyc04g078320.4	AT5G67320
Solyc04g015760.4	AT2G41760
Solyc02g062410.2	AT4G27890
Solyc01g109120.3	AT4G34380
Solyc04g015610.3	AT2G41810
Solyc07g049730.3	AT2G32580
Solyc12g036170.2	AT1G18730
Solyc08g005010.4	AT2G35260
Solyc04g072010.3	AT1G71696
Solyc01g010990.3	AT1G26650
Solyc03g096830.4	AT3G18110
Solyc06g070920.3	AT3G47740
Solyc11g068990.3	AT1G08125
Solyc06g083230.3	AT3G07270
Solyc06g007120.3	AT5G58700
Solyc04g008340.2	AT1G68100
Solyc11g072660.2	AT1G07870
Solyc08g068590.4	AT2G46910
Solyc02g068270.4	AT3G51510
Solyc04g072740.3	AT5G10180
Solyc12g014020.2	AT5G63690
Solyc06g073583.1	AT2G21045
Solyc12g096730.3	AT2G43870
Solyc03g121470.5	AT1G55180
Solyc07g006390.4	AT4G30380
Solyc12g008960.2	AT4G33050
Solyc11g006910.3	AT2G27510
Solyc10g005540.4	AT1G16445
Solyc09g009550.5	AT1G74300
Solyc10g005580.3	AT1G16520
Solyc01g104400.3	AT2G02850
Solyc01g105090.3	AT4G13070
Solyc04g010250.3	AT2G39420
Solyc01g108500.4	AT3G19130
Solyc04g052990.1	AT1G29490
Solyc12g049280.3	AT1G72640
Solyc06g083200.3	AT3G25210
Solyc12g056050.1	AT5G59070
Solyc08g075460.3	AT5G45370
Solyc08g006550.4	AT5G05940
Solyc11g013270.2	AT1G38065
Solyc07g005580.4	AT4G30580
Solyc06g082070.3	AT5G58600
Solyc03g121280.4	AT1G51770
Solyc03g025640.2	AT5G52400
Solyc10g045600.2	AT2G01070
Solyc11g160070.1	AT2G21210
Solyc06g009270.3	AT2G18730
Solyc01g106620.2	AT2G14580
Solyc01g110730.4	AT5G18060
Solyc01g110780.1	AT5G18060
Solyc01g110710.3	AT5G18050
Solyc05g052940.3	AT5G02060
Solyc06g053790.3	AT4G14500
Solyc12g007150.3	AT3G16130
Solyc05g055420.4	AT5G04500
Solyc06g048460.2	AT5G05560
Solyc03g115660.3	AT1G74330
Solyc04g071350.3	AT1G21170
Solyc11g012030.2	AT3G24330
Solyc07g032786.1	AT4G29670
Solyc02g093670.3	AT5G40645
Solyc12g088020.1	AT5G63910
Solyc06g054550.3	AT5G18630
Solyc02g084380.3	AT3G18760
Solyc08g078940.1	AT1G12100
Solyc07g042010.4	AT4G35740
Solyc12g099250.2	AT3G06620
Solyc08g082070.3	AT4G11080
Solyc01g091860.5	AT1G01920
Solyc07g006200.3	AT2G23820
Solyc08g079550.1	AT1G12380
Solyc02g062860.3	AT4G36670
Solyc02g062870.3	AT4G36670
Solyc04g079290.3	AT2G26550
Solyc01g097790.3	AT3G04860
Solyc02g087460.1	AT3G28450
Solyc11g006720.2	AT5G04760
Solyc09g015350.4	AT2G38320
Solyc02g085130.4	AT2G18280
Solyc02g071260.3	AT4G18130
Solyc04g049010.3	AT1G54490
Solyc08g068400.4	AT5G25770
Solyc04g072380.3	AT4G08550
Solyc02g091220.1	AT1G36730
Solyc05g007550.3	AT5G39820
Solyc02g065690.3	AT5G49550
Solyc01g059860.3	AT3G06620
Solyc03g114380.4	AT1G18550
Solyc02g089200.4	AT5G15800
Solyc06g064600.1	AT1G09410
Solyc08g066160.3	AT5G25940
Solyc01g008100.3	AT4G14100
Solyc05g050380.4	AT1G01340
Solyc05g018210.3	AT2G44970
Solyc08g075450.3	AT5G45370
Solyc01g098210.3	AT3G05010
Solyc02g094440.4	AT5G14030
Solyc02g093690.3	AT5G40660
Solyc01g112020.3	AT4G35850
Solyc04g056580.3	AT1G65230
Solyc10g080890.2	AT3G55290
Solyc10g080890.2	AT3G55310
Solyc02g090150.1	AT3G50390
Solyc01g090600.5	AT4G00040
Solyc04g074660.3	AT4G15030
Solyc03g116040.2	AT3G45400
Solyc06g050110.2	AT5G07200
Solyc04g005430.4	AT1G13860
Solyc10g038170.1	AT2G44810
Solyc06g073730.2	AT3G20770
Solyc02g038818.1	AT5G02780
Solyc01g102910.5	AT5G39130
Solyc06g050230.4	AT3G10940
Solyc04g079840.4	AT1G19270
Solyc04g015610.3	AT2G41800
Solyc09g009500.3	AT2G36290
Solyc04g072020.3	AT1G71697
Solyc11g008470.2	AT5G16780
Solyc03g097520.3	AT5G13130
Solyc08g005780.4	AT5G45300
Solyc01g110800.3	AT5G18010
Solyc07g007755.2	AT2G02130
Solyc01g080270.3	AT3G23540
Solyc09g072620.4	AT5G44070
Solyc03g111160.3	AT3G52180
Solyc01g007960.3	AT1G70520
Solyc02g077300.2	AT2G34060
Solyc12g010910.2	AT2G42690
Solyc12g098530.2	AT4G14000
Solyc02g069210.3	AT1G31260
Solyc02g069720.3	AT4G20380
Solyc01g060280.4	AT1G10600
Solyc02g088730.2	AT5G39250
Solyc08g079550.1	AT1G62870
Solyc02g077600.3	AT5G46070
Solyc02g065050.1	AT2G39710
Solyc11g072950.3	AT3G46220
Solyc07g041230.3	AT5G20540
Solyc03g113570.1	AT1G18980
Solyc10g083290.4	AT2G36190
Solyc02g038806.1	AT5G65970
Solyc07g006320.4	AT5G57770
Solyc03g114370.5	AT3G18600
Solyc10g081120.3	AT5G26120
Solyc08g067290.3	AT5G20910
Solyc05g056580.3	AT5G64030
Solyc12g007150.3	AT4G13240
Solyc02g069790.3	AT1G30480
Solyc06g072310.3	AT1G73360
Solyc03g093790.3	AT5G07450
Solyc05g052530.3	AT2G44550
Solyc04g079270.4	AT5G05520
Solyc04g079880.4	AT1G75020
Solyc02g094180.3	AT5G14130
Solyc03g117730.3	AT1G16070
Solyc02g082800.3	AT2G17190
Solyc01g103580.3	AT3G02430
Solyc02g068240.4	AT3G51520
Solyc10g005620.3	AT1G55980
Solyc01g091080.3	AT3G60740
Solyc06g065480.4	AT1G71860
Solyc11g007750.4	AT4G28020
Solyc02g077640.1	AT5G46090
Solyc01g065500.3	AT5G17980
Solyc01g096280.2	AT1G01190
Solyc02g032960.3	AT3G04340
Solyc05g005170.5	AT1G60590
Solyc07g054770.1	AT4G10270
Solyc01g088400.4	AT1G02205
Solyc12g042520.3	AT5G59845
Solyc11g011720.1	AT5G18030
Solyc02g091210.1	AT1G77840
Solyc02g091220.1	AT1G77840
Solyc03g006010.3	AT2G47010
Solyc07g045120.2	AT5G03795
Solyc12g011340.2	AT3G14450
Solyc08g014600.4	AT2G43910
Solyc09g025250.4	AT2G31140
Solyc11g013330.3	AT1G22030
Solyc06g068980.4	AT1G73660
Solyc11g068510.2	AT2G27730
Solyc01g016470.3	AT5G24510
Solyc12g056520.3	AT1G21170
Solyc12g008630.2	AT1G51980
Solyc01g080790.3	AT2G15220
Solyc09g007160.4	AT2G37290
Solyc09g042260.3	AT3G08760
Solyc12g049570.3	AT3G43240
Solyc02g089070.3	AT5G15610
Solyc01g006330.5	AT1G51110
Solyc12g011060.3	AT2G26695
Solyc01g008830.2	AT5G21105
Solyc01g102520.5	AT4G24250
Solyc06g060780.4	AT4G16700
Solyc05g010050.3	AT1G26120
Solyc06g010030.4	AT1G61560
Solyc08g075830.5	AT3G01190
Solyc12g005787.1	AT3G01190
Solyc03g118420.4	AT1G10170
Solyc03g082890.4	AT5G53490
Solyc07g052560.3	AT1G05270
Solyc09g011730.5	AT3G09250
Solyc01g010990.3	AT1G69430
Solyc10g009600.1	AT2G46370
Solyc01g088750.3	AT1G69290
Solyc03g062790.3	AT3G58010
Solyc06g035530.3	AT5G51810
Solyc03g115610.3	AT1G74360
Solyc02g089290.3	AT5G15730
Solyc03g082590.4	AT3G49350
Solyc04g078850.4	AT1G45230
Solyc01g005580.2	AT1G55340
Solyc05g009680.1	AT1G25510
Solyc05g055240.3	AT5G04760
Solyc12g096280.2	AT4G31150
Solyc10g008030.5	AT1G29050
